,tweet,clean_tweets,only_english_words,company,brand,emotion,emotion_textblob,subjectivity_tweet,subjectivity_clean,subjectivity_english,polarity_tweet,polarity_clean,polarity_english,target
16,I just noticed DST is coming this weekend  How many iPhone users will be an hour late at SXSW come Sunday morning   SXSW  iPhone,i just noticed dst is coming this weekend  how many iphone users will be an hour late at sxsw come sunday morning   sxsw  iphone,i just is coming this weekend how many will be an hour late at come morning,iPhone,Apple,Negative emotion,Positive emotion,0.55,0.55,0.55,0.1,0.1,0.1,0
17,Just added my  SXSW flights to  planely  Matching people on planes airports  Also downloaded the  KLM iPhone app  nicely done ,just added my  sxsw flights to  planely  matching people on planes airports  also downloaded the  klm iphone app  nicely done ,just added my to matching people on also the nicely done,iPhone,Apple,Positive emotion,Positive emotion,1.0,1.0,1.0,0.6,0.6,0.6,1
18,Must have  SXSW app  RT  malbonster  Lovely review from Forbes for our SXSW iPad app Holler Gram   http   t co g4GZypV,must have  sxsw app  rt  malbonster  lovely review from forbes for our sxsw ipad app holler gram   http   t co  ,must have lovely review from for our holler gram t,iPad,Apple,Positive emotion,Positive emotion,0.75,0.75,0.75,0.5,0.5,0.5,1
19,Need to buy an iPad2 while I'm in Austin at  sxsw  Not sure if I'll need to Q up at an Austin Apple store ,need to buy an   while i m in austin at  sxsw  not sure if i ll need to q up at an austin apple store ,need to buy an while i m in at not sure if i need to q up at an apple store,Apple,Apple,Positive emotion,Negative Emotion,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.25,-0.25,-0.25,1
20,Oh  My  God  The  SXSW app for iPad is pure  unadulterated awesome  It's easier to browse events on iPad than on the website   ,oh  my  god  the  sxsw app for ipad is pure  unadulterated awesome  it s easier to browse events on ipad than on the website   ,oh my god the for is pure unadulterated awesome it s easier to browse on than on the,iPad,Apple,Positive emotion,Positive emotion,0.7333333333333334,0.7333333333333334,0.7333333333333334,0.5380952380952381,0.5380952380952381,0.5380952380952381,1
21,Okay  this is really it  yay new  Foursquare for  Android app    11 kthxbai   sxsw,okay  this is really it  yay new  foursquare for  android app      kthxbai   sxsw,this is really it new foursquare for android,Android,Google,Positive emotion,Positive emotion,0.38484848484848483,0.38484848484848483,0.45454545454545453,0.27878787878787875,0.27878787878787875,0.13636363636363635,1
22,Photo  Just installed the  SXSW iPhone app  which is really nice  http   tumblr com x6t1pi6av7,photo  just installed the  sxsw iphone app  which is really nice  http   tumblr com  ,photo just the which is really nice,iPhone,Apple,Positive emotion,Positive emotion,1.0,1.0,1.0,0.6,0.6,0.6,1
23,Really enjoying the changes in Gowalla 3 0 for Android  Looking forward to seeing what else they  amp  Foursquare have up their sleeves at  SXSW,really enjoying the changes in gowalla     for android  looking forward to seeing what else they  amp  foursquare have up their sleeves at  sxsw,really enjoying the in for android looking forward to seeing what else they foursquare have up their at,Android,Google,Positive emotion,Positive emotion,0.6,0.6,0.6,0.5,0.5,0.5,1
24,RT  LaurieShook  I'm looking forward to the  SMCDallas pre  SXSW party Wed   and hoping I'll win an  iPad resulting from my shameless promotion    ChevySMC,rt  laurieshook  i m looking forward to the  smcdallas pre  sxsw party wed   and hoping i ll win an  ipad resulting from my shameless promotion    chevysmc,i m looking forward to the party wed and i win an resulting from my shameless promotion,iPad,Apple,Positive emotion,Positive emotion,0.4,0.4,0.4,0.8,0.8,0.8,1
25,RT haha  awesomely rad iPad app by  madebymany http   bit ly hTdFim  hollergram  sxsw  via  michaelpiliero ,rt haha  awesomely rad ipad app by  madebymany http   bit ly htdfim  hollergram  sxsw  via  michaelpiliero ,awesomely rad by bit ly via,iPad,Apple,Positive emotion,Positive emotion,0.65,0.65,1.0,0.6,0.6,1.0,1
26,someone started an  austin  PartnerHub group in google groups  pre  sxsw  great idea,someone started an  austin  partnerhub group in google groups  pre  sxsw  great idea,someone an group in great idea,Google,Google,Positive emotion,Positive emotion,0.75,0.75,0.75,0.8,0.8,0.8,1
27,The new  4sq3 looks like it is going to rock  Update for iPhone and Android should push tonight http   bit ly etsbZk  SXSW  KeepAustinWeird,the new    looks like it is going to rock  update for iphone and android should push tonight http   bit ly etsbzk  sxsw  keepaustinweird,the new like it is going to rock update for and android should push tonight bit ly,Iphone & Android,Other,Positive emotion,Positive emotion,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.13636363636363635,0.13636363636363635,0.13636363636363635,1
28,They were right  the  gowalla 3 app on  android is sweeeeet  Nice job by the team there   sxsw,they were right  the  gowalla   app on  android is sweeeeet  nice job by the team there   sxsw,they were right the on android is nice job by the team there,Android,Google,Positive emotion,Positive emotion,0.7678571428571428,0.7678571428571428,0.7678571428571428,0.44285714285714284,0.44285714285714284,0.44285714285714284,1
29,Very smart from  madebymany  hollergram iPad app for  sxsw  http   t co A3xvWc6  may leave my vuvuzela at home now ,very smart from  madebymany  hollergram ipad app for  sxsw  http   t co    may leave my vuvuzela at home now ,very smart from for t may leave my at home now,iPad,Apple,Positive emotion,Positive emotion,0.8357142857142859,0.8357142857142859,0.8357142857142859,0.2785714285714286,0.2785714285714286,0.2785714285714286,1
30,You must have this app for your iPad if you are going to  SXSW http   itunes apple com us app holler gram id420666439 mt 8  hollergram,you must have this app for your ipad if you are going to  sxsw http   itunes apple com us app holler gram   mt    hollergram,you must have this for your if you are going to apple us holler gram,Apple,Apple,Positive emotion,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,1
31,Attn  All   SXSW frineds   mention Register for  GDGTLive  and see Cobra iRadar for Android   link ,attn  all   sxsw frineds   mention register for  gdgtlive  and see cobra iradar for android   link ,all mention register for and see cobra for android link,Android,Google,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
32,Anyone at   sxsw want to sell their old iPad ,anyone at   sxsw want to sell their old ipad ,anyone at want to sell their old,iPad,Apple,No emotion toward brand or product,Positive emotion,0.2,0.2,0.2,0.1,0.1,0.1,2
33,Anyone at   SXSW who bought the new iPad want to sell their older iPad to me ,anyone at   sxsw who bought the new ipad want to sell their older ipad to me ,anyone at who bought the new want to sell their older to me,iPad,Apple,No emotion toward brand or product,Positive emotion,0.3939393939393939,0.3939393939393939,0.3939393939393939,0.1515151515151515,0.1515151515151515,0.1515151515151515,2
34,At  sxsw   Oooh  RT  mention Google to Launch Major New Social Network Called Circles  Possibly Today  link ,at  sxsw   oooh  rt  mention google to launch major new social network called circles  possibly today  link ,at mention to launch major new social network possibly today link,Google,Google,No emotion toward brand or product,Positive emotion,0.5053030303030304,0.5053030303030304,0.5053030303030304,0.05804924242424242,0.05804924242424242,0.05804924242424242,2
35,The best   RT  mention Ha  First in line for  ipad2 at  sxsw  quot pop up quot  Apple store was an event planner  eventprofs  pcma  engage365,the best   rt  mention ha  first in line for    at  sxsw  quot pop up quot  apple store was an event planner  eventprofs  pcma   ,the best mention ha first in line for at quot pop up quot apple store was an event planner,Apple,Apple,Positive emotion,Positive emotion,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.625,0.625,0.625,1
36,SPIN Play   a new concept in music discovery for your iPad from  mention  amp  spin com  link   iTunes  sxsw  mention,spin play   a new concept in music discovery for your ipad from  mention  amp  spin com  link   itunes  sxsw  mention,spin play a new concept in music discovery for your from mention spin link mention,iPad,Apple,No emotion toward brand or product,Positive emotion,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.13636363636363635,0.13636363636363635,0.13636363636363635,2
37, mention    False Alarm  Google Circles Not Coming NowÛÒand Probably Not Ever     link   Google  Circles  Social  SXSW, mention    false alarm  google circles not coming nowûòand probably not ever     link   google  circles  social  sxsw,mention false alarm not coming now  probably not ever link social,Google,Google,Negative emotion,Negative Emotion,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.18333333333333338,-0.18333333333333338,-0.18333333333333338,0
38,VatorNews   Google And Apple Force Print Media to Evolve   link   sxsw,vatornews   google and apple force print media to evolve   link   sxsw,and apple force print media to evolve link,Apple & Google,Other,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
39, mention    Great weather to greet you for  sxsw  Still need a sweater at night  Apple putting up  quot flash store quot  downtown to sell iPad2, mention    great weather to greet you for  sxsw  still need a sweater at night  apple putting up  quot flash store quot  downtown to sell  ,mention great weather to greet you for still need a sweater at night apple up quot flash store quot downtown to sell,Apple,Apple,Positive emotion,Positive emotion,0.75,0.75,0.75,0.8,0.8,0.8,1
40,HootSuite   HootSuite Mobile for  SXSW ~ Updates for iPhone  BlackBerry  amp  Android  Whether youÛªre getting friend     link ,hootsuite   hootsuite mobile for  sxsw   updates for iphone  blackberry  amp  android  whether youûªre getting friend     link ,mobile for for blackberry android whether you  getting friend link,Iphone & Android,Other,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
41,Hey  SXSW   How long do you think it takes us to make an iPhone case  answer  mention using  zazzlesxsw and weÛªll make you one ,hey  sxsw   how long do you think it takes us to make an iphone case  answer  mention using  zazzlesxsw and weûªll make you one ,hey how long do you think it us to make an case answer mention and we  make you one,iPhone,Apple,No emotion toward brand or product,Negative Emotion,0.4,0.4,0.4,-0.05,-0.05,-0.05,2
42,Mashable    The iPad 2 Takes Over SXSW [VIDEO]  ipad  sxsw  gadgets  link ,mashable    the ipad   takes over sxsw  video   ipad  sxsw  gadgets  link ,the over video link,iPad,Apple,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
43,For I Pad  RT  mention New  UberSocial for  iPhone now in the App Store includes UberGuide to  SXSW sponsored by      link ,for i pad  rt  mention new  ubersocial for  iphone now in the app store includes uberguide to  sxsw sponsored by      link ,for i pad mention new for now in the store to by link,iPhone,Apple,No emotion toward brand or product,Positive emotion,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.13636363636363635,0.13636363636363635,0.13636363636363635,2
44, IPad2 's Û÷ SmartCoverÛª Opens to Instant Access   I should have waited to get one     link   apple  SXSW,    s û÷ smartcoverûª opens to instant access   i should have waited to get one     link   apple  sxsw,s  ÷  to instant access i should have to get one link apple,Apple,Apple,Positive emotion,No emotion toward brand or product,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1
45,Hand Held Û÷HoboÛª  Drafthouse launches Û÷Hobo With a ShotgunÛª iPhone app  SXSW  link ,hand held û÷hoboûª  drafthouse launches û÷hobo with a shotgunûª iphone app  sxsw  link ,hand  ÷ hobo   ÷ hobo with a shotgun  link,iPhone,Apple,Positive emotion,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,1
46,HOORAY RT ÛÏ mention Apple Is Opening A Pop Up Store In Austin For  SXSW    mention  link ,hooray rt ûï mention apple is opening a pop up store in austin for  sxsw    mention  link , mention apple is opening a pop up store in for mention link,Apple,Apple,Positive emotion,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,1
47,Orly      ÛÏ mention Google set to launch new social network  Circles today at  sxswÛ,orly      ûï mention google set to launch new social network  circles today at  sxswû, mention set to launch new social network today at  ,Google,Google,No emotion toward brand or product,Positive emotion,0.2606060606060606,0.2606060606060606,0.2606060606060606,0.08484848484848484,0.08484848484848484,0.08484848484848484,2
48,wooooo    ÛÏ mention Apple store downtown Austin open til Midnight   sxswÛ,wooooo    ûï mention apple store downtown austin open til midnight   sxswû, mention apple store downtown open til midnight  ,Apple,Apple,Positive emotion,No emotion toward brand or product,0.5,0.5,0.5,0.0,0.0,0.0,1
49,Khoi Vinh   mention says Conde Nast's headlong rush into iPad publishing was a  quot fundamental misunderstanding quot  of the platform  sxsw,khoi vinh   mention says conde nast s headlong rush into ipad publishing was a  quot fundamental misunderstanding quot  of the platform  sxsw,mention nast s headlong rush into was a quot fundamental misunderstanding quot of the platform,iPad,Apple,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
50,ÛÏ mention  link   lt    HELP ME FORWARD THIS DOC to all Anonymous accounts  techies  amp  ppl who can help us JAM  libya  SXSW,ûï mention  link   lt    help me forward this doc to all anonymous accounts  techies  amp  ppl who can help us jam  libya  sxsw, mention link help me forward this doc to all anonymous who can help us jam,,Other,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
51,÷¼ WHAT  ÷   link  ã   edchat  musedchat  sxsw  sxswi  classical  newTwitter,÷¼ what  ÷   link  ã   edchat  musedchat  sxsw  sxswi  classical  newtwitter,÷ ¼ what ÷ link  classical,,Other,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
52,  mention  mention on the location based 'fast  fun and future'    link   via  mention  sxsw,  mention  mention on the location based  fast  fun and future     link   via  mention  sxsw,mention mention on the location based fast fun and future link via mention,,Other,No emotion toward brand or product,Positive emotion,0.30833333333333335,0.30833333333333335,0.30833333333333335,0.16666666666666666,0.16666666666666666,0.16666666666666666,2
53,ÛÏ mention  mention  Google Will Connect the Digital  amp  Physical Worlds Through Mobile    link   sxswÛ  mention,ûï mention  mention  google will connect the digital  amp  physical worlds through mobile    link   sxswû  mention, mention mention will connect the digital physical through mobile link   mention,Google,Google,No emotion toward brand or product,No emotion toward brand or product,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,2
54,ÛÏ mention  mention talking about  link    Google's effort to allow users to have open systems  bettercloud  sxswÛ,ûï mention  mention talking about  link    google s effort to allow users to have open systems  bettercloud  sxswû, mention mention talking about link s effort to allow to have open  ,Google,Google,Positive emotion,No emotion toward brand or product,0.5,0.5,0.5,0.0,0.0,0.0,1
55, link  RT  mention  quot Google before you tweet quot  is the new  quot think before you speak  quot    Mark Belinsky   911tweets panel at  SXSW , link  rt  mention  quot google before you tweet quot  is the new  quot think before you speak  quot    mark belinsky     panel at  sxsw ,link mention quot before you tweet quot is the new quot think before you speak quot mark panel at,Google,Google,No emotion toward brand or product,Positive emotion,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.13636363636363635,0.13636363636363635,0.13636363636363635,2
56, link  RT  mention 1st stop on the  SXSW  Chaos  amp   mention hunt  Austin Java  Get in the spy game 4 a chance 2 win an iPad , link  rt  mention   stop on the  sxsw  chaos  amp   mention hunt  austin java  get in the spy game   a chance   win an ipad ,link mention stop on the chaos mention hunt get in the spy game a chance win an,iPad,Apple,Positive emotion,Positive emotion,0.4,0.4,0.4,0.2,0.2,0.2,1
57, link  RT  mention Those at  SXSW check out the Holler Gram ipad app from  mention   link , link  rt  mention those at  sxsw check out the holler gram ipad app from  mention   link ,link mention those at check out the holler gram from mention link,iPad,Apple,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
58, mention   mention  amp    mention having fun at  google [pic]  SXSW  link , mention   mention  amp    mention having fun at  google  pic   sxsw  link ,mention mention mention fun at pic link,Google,Google,No emotion toward brand or product,Positive emotion,0.2,0.2,0.2,0.3,0.3,0.3,2
59, quot via  mention    link  Guy Kawasaki talks 'Enchanted' at SXSW   HE knows his stuff   books  internet  Apple  sxsw   quot , quot via  mention    link  guy kawasaki talks  enchanted  at sxsw   he knows his stuff   books  internet  apple  sxsw   quot ,quot via mention link guy at he his stuff apple quot,Apple,Apple,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
60, futuremf  mention  link  spec for recipes on the web  now in google search   link    sxsw, futuremf  mention  link  spec for recipes on the web  now in google search   link    sxsw,mention link spec for on the web now in search link,Google,Google,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
61, OMFG  RT  mention Heard about Apple's pop up store in downtown Austin  Pics are already on Gowalla   link   sxsw  iPad2, omfg  rt  mention heard about apple s pop up store in downtown austin  pics are already on gowalla   link   sxsw   ,mention about apple s pop up store in downtown are already on link,Apple,Apple,Positive emotion,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,1
62, Smile RT  mention I think Apple's  quot pop up store quot  in Austin would be a lot more interesting if it actually  you know    popped up  sxsw, smile rt  mention i think apple s  quot pop up store quot  in austin would be a lot more interesting if it actually  you know    popped up  sxsw,smile mention i think apple s quot pop up store quot in would be a lot more interesting if it actually you know up,Apple,Apple,No emotion toward brand or product,Positive emotion,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.325,0.325,0.325,2
63,Again  RT  mention Line at the Apple store is insane    sxsw,again  rt  mention line at the apple store is insane    sxsw,again mention line at the apple store is insane,Apple,Apple,Negative emotion,Negative Emotion,1.0,1.0,1.0,-1.0,-1.0,-1.0,0
64,Agree  RT  mention Wait  FIONA APPLE is in town    Somebody kidnap her and put her in a recording studio until she records a new album   sxsw,agree  rt  mention wait  fiona apple is in town    somebody kidnap her and put her in a recording studio until she records a new album   sxsw,agree mention wait apple is in town somebody kidnap her and put her in a recording studio until she a new album,,Other,No emotion toward brand or product,Positive emotion,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.13636363636363635,0.13636363636363635,0.13636363636363635,2
65,At  sxsw   mention    mention wanna buy you a drink  7pm at Fado on 4th   link  Join us ,at  sxsw   mention    mention wanna buy you a drink    at fado on     link  join us ,at mention mention buy you a drink at on link join us,,Other,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
66,attending  mention iPad design headaches  sxsw  link ,attending  mention ipad design headaches  sxsw  link ,mention design link,iPad,Apple,Negative emotion,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,0
67,Boooo  RT  mention Flipboard is developing an iPhone version  not Android  says  mention  sxsw,boooo  rt  mention flipboard is developing an iphone version  not android  says  mention  sxsw,mention is an version not android mention,Iphone & Android,Other,Negative emotion,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,0
68,Check out  mention  mention  amp   mention in line for their iPad 2 in Austin  Power to them   sxswi  SXSW   link ,check out  mention  mention  amp   mention in line for their ipad   in austin  power to them   sxswi  sxsw   link ,check out mention mention mention in line for their in power to them link,iPad,Apple,Positive emotion,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,1
69,Check  RT  mention giving added value to location based services needs to battle check in fatigue  google  pnid  sxsw,check  rt  mention giving added value to location based services needs to battle check in fatigue  google  pnid  sxsw,check mention giving added value to location based needs to battle check in fatigue,Google,Google,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
70,Chilcott   mention  SXSW stand talking with Blogger staff  Too late to win competition for best tweet mentioning  mention So no t shirt ,chilcott   mention  sxsw stand talking with blogger staff  too late to win competition for best tweet mentioning  mention so no t shirt ,mention stand talking with staff too late to win competition for best tweet mention so no t shirt,,Other,No emotion toward brand or product,Positive emotion,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.5,0.5,0.5,2
71,Do it  RT  mention Come party w  Google tonight at  sxsw   link    Bands  food  art  ice cream  nifty interactive maps ,do it  rt  mention come party w  google tonight at  sxsw   link    bands  food  art  ice cream  nifty interactive maps ,do it mention come party w tonight at link food art ice cream nifty interactive,Google,Google,Positive emotion,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,1
72,Gowalla's  mention promises to launch Foursquare check in + Groupon rewards type service at  SXSW  Finger's crossed   link ,gowalla s  mention promises to launch foursquare check in   groupon rewards type service at  sxsw  finger s crossed   link ,s mention to launch foursquare check in type service at finger s crossed link,,Other,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
73,Ha ha  RT  mention  SXSW News  Yahoo com is loosing search traffic to new site  Google com  Doubt it will last tho w  that weird name ,ha ha  rt  mention  sxsw news  yahoo com is loosing search traffic to new site  google com  doubt it will last tho w  that weird name ,ha ha mention news yahoo is loosing search traffic to new site doubt it will last tho w that weird name,Google,Google,No emotion toward brand or product,Negative Emotion,0.5070707070707071,0.5070707070707071,0.5070707070707071,-0.12121212121212122,-0.12121212121212122,-0.12121212121212122,2
74,Holla  RT  mention At google party  Best ever  Get your butt over here   sxsw,holla  rt  mention at google party  best ever  get your butt over here   sxsw,holla mention at party best ever get your butt over here,Google,Google,Positive emotion,Positive emotion,0.3,0.3,0.3,1.0,1.0,1.0,1
75,I love my  mention iPhone case from  Sxsw but I can't get my phone out of it  fail,i love my  mention iphone case from  sxsw but i can t get my phone out of it  fail,i love my mention case from but i can t get my phone out of it fail,iPhone,Apple,Positive emotion,No emotion toward brand or product,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.0,0.0,0.0,1
76,I worship  mention  link   SXSW,i worship  mention  link   sxsw,i worship mention link,,Other,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
77,iPad2  RT  mention Droid  amp  Mac here    RT  mention My  agnerd confession  using laptop  iPad  amp  blackberry to follow  SXSW,   rt  mention droid  amp  mac here    rt  mention my  agnerd confession  using laptop  ipad  amp  blackberry to follow  sxsw,mention mac here mention my confession blackberry to follow,iPad,Apple,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
78,Launching  mention  SxSW  RT  mention  mention Denies Social Network Called Circles Will Debut Today  Despite Report  link ,launching  mention  sxsw  rt  mention  mention denies social network called circles will debut today  despite report  link ,mention mention mention social network will debut today despite report link,,Other,No emotion toward brand or product,Positive emotion,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,2
79,New Post   mention iPhone app makes it easy to connect on all social networks with people you meet   link   sxsw,new post   mention iphone app makes it easy to connect on all social networks with people you meet   link   sxsw,new post mention it easy to connect on all social with people you meet link,iPhone,Apple,Positive emotion,Positive emotion,0.4515151515151515,0.4515151515151515,0.4515151515151515,0.201010101010101,0.201010101010101,0.201010101010101,1
